53	8.1817322	11.875678	6.2199607	5.9307175	9.1357145	9.6388559	5.7952394	7.92169	13.582247	6.7736588	8.4329824	15.456823	9.2156725	6.1998501	4.5840392	12.996245	11.816303	11.264668	11.728315	9.0925322	6.7886682	5.9265766	10.408534	11.458081	7.0402265	5.5439157	6.0064688	11.837965	26.815083	35.590469	17.417231	9.8091936	11.040971	13.405947	10.076913	6.1107621	5.1509876	6.9870267	8.4487228	14.012255	7.8772349	8.4560843	11.993952	11.569219	9.6306906	6.3240829	4.4809804	6.6778016	7.4466462	9.5178013	9.1972895	7.4808979	6.3556137	8.8043242	12.993295	16.994511	19.719406	4.4232383	3.4250057	5.1013737	6.2576895	9.0158663	14.868365	8.1849632	27.688681	16.040865	11.493973	8.7519331	18.081564	14.289601	14.961068	15.596212	10.02262	19.368362	31.058296	27.137856	5.622869	4.9490323	4.7703176	4.8743768	5.5189834	7.5967822	7.4310946	10.17761	9.2530804	13.427402	14.52681	10.130748	5.4741488	2.9336081	5.4987879	12.139115	10.186756	14.154456	9.3103905	6.9834118	4.6777987	6.3608041	7.4299436	8.8477211
54	11.087026	15.265906	8.0212784	7.7165403	7.4694963	7.9459715	8.5480089	8.8198166	12.344396	9.4780884	5.989706	6.7388177	8.2138929	9.3424053	7.0888662	7.643187	7.3073707	7.4450493	10.592847	7.8183074	8.2456675	7.341526	11.916637	20.91819	8.5501604	7.7217393	10.111939	16.94413	21.000704	19.502666	8.1717062	5.6345067	16.320969	34.469341	19.791662	5.7137547	4.3484664	4.3604579	4.2219815	3.7891479	4.942009	6.1606297	7.6318121	7.7829776	7.3390608	7.1465049	6.5542326	4.5412598	5.2271399	8.8840971	12.052055	8.1843119	6.4595542	17.117081	24.781694	26.179554	30.805286	6.4298687	4.4992871	5.5252171	7.2813954	8.0013409	16.155117	13.03904	12.584556	10.635608	18.422428	6.8277473	10.28651	14.23742	28.6269	46.603844	31.881834	24.590118	25.718666	27.259966	17.066914	8.0590305	8.8461256	9.4350491	9.3584032	9.9111195	12.178175	12.66335	9.6055593	12.450314	10.424315	7.4635482	5.4237137	3.1189828	4.8486495	7.2412276	7.1324496	6.4190383	7.1494212	6.6886511	6.9765592	5.7327299	4.8220515	6.8025265
55	12.543317	13.779238	10.720513	9.5810452	7.7070136	6.9253745	6.9090109	6.1368308	8.4971886	11.035365	11.434501	7.1800818	7.3747168	9.6055965	9.1697998	5.1652436	6.3468494	8.6937447	11.002635	13.735321	14.517867	8.3191414	6.4523506	9.9120007	5.8178482	10.552177	16.486803	12.422889	8.7870417	6.7816191	5.8693566	5.5844879	7.6245217	13.342808	9.9607735	11.025589	5.036571	2.7014294	2.7834854	2.7674704	3.8168645	6.3179264	6.1116791	7.7819004	5.952147	6.0956297	5.9591494	11.956769	7.2393184	6.5408783	10.012688	7.8844376	9.9909	34.391987	79.867416	63.437984	49.09705	27.361292	1.9326425	6.1830645	6.2695374	6.1774817	8.8717422	8.5869856	13.212026	5.135704	8.6300526	3.9176764	2.1275876	4.7601051	33.245159	45.825455	40.587162	17.133432	13.458205	16.06032	14.310356	8.6144896	14.276755	20.100153	21.450182	16.069414	20.65905	23.439939	11.773988	10.744959	7.9881473	8.2942982	10.090737	8.5300388	9.5613384	9.0824556	5.8418565	4.7867508	6.6630459	8.5083647	3.3787055	6.6323581	5.1537223	5.5649509
56	8.4832554	13.569577	13.201529	13.401326	14.03304	13.088404	8.8213987	5.8749733	7.2973309	11.68056	10.230416	7.6013427	6.7916746	6.1159143	8.5863094	4.9921665	5.4583015	7.5168262	14.77865	24.129772	17.403187	7.9326687	3.3107119	3.5985503	4.1208763	7.2771959	6.3247914	6.5894365	7.372108	5.3058949	5.1639657	4.1077929	5.1827745	5.1521554	6.4201007	6.9457874	6.1119742	4.2201762	3.5110886	3.4005818	4.8868079	4.4489388	4.7253609	5.4668717	8.843318	7.6618791	10.663344	18.274933	12.489769	8.3254395	10.74545	11.280272	8.7778873	12.875433	108.31406	128.24922	91.653923	54.429283	18.694874	7.4756083	6.5948272	8.352128	8.6901512	9.6625757	12.109337	10.816551	7.9872513	6.5510607	4.9864068	4.9763837	7.6258583	19.443386	20.484949	19.182354	10.899666	16.520063	12.38314	6.0978813	26.344109	29.691563	25.686495	18.674141	8.5634737	11.921948	7.8129272	9.5456781	11.795407	16.008184	11.565271	11.313984	9.3888521	10.793056	6.0106931	5.2104874	5.2881575	5.0728841	4.5813551	5.3741636	10.093293	5.0028262
57	6.977839	7.7540359	6.1725674	4.9205995	8.8900824	12.174172	8.2667189	8.1068764	12.973736	7.9550371	9.841403	5.3569589	5.5797539	6.857357	6.3377323	4.7669764	6.0885186	10.35762	15.998894	16.156725	12.524292	13.678279	8.8861628	3.6890626	4.5802436	6.2910142	8.9651585	5.0814672	4.805707	7.931613	6.0613585	6.5582614	6.1491194	8.7428169	6.2188892	7.8234367	6.4802146	5.7820921	5.7098908	4.560936	4.8052721	4.1828365	4.2332511	4.2839484	7.5073781	7.1470199	9.636405	12.429019	6.1924877	7.1756768	9.2741737	8.3842354	7.229537	5.4832754	4.0822983	22.103495	46.068413	37.795593	36.228725	11.788919	7.9770164	9.3613005	10.60566	11.931237	9.1772385	7.8316917	7.8148856	5.1565294	4.9340563	4.736372	4.1304445	9.7409668	14.981103	19.590389	9.6395512	8.8866367	9.0182104	3.6248522	8.4098272	24.621626	23.38838	6.8987651	6.7813678	2.3556514	2.1094027	3.6106868	10.049128	19.800934	14.297614	9.4341516	9.3168344	6.8141475	6.5058708	10.739546	8.7630787	5.0818253	3.0660694	6.7991056	8.1133032	3.5319078
58	4.4240408	5.4209013	7.6072621	5.379878	6.8144312	9.2469149	5.8335266	9.1626225	17.005159	6.3493543	0.67056632	5.0935359	7.9384885	8.3995552	6.9110298	5.4704676	6.4625583	11.519916	12.835454	13.749536	10.250019	7.9830966	11.329391	8.5303278	13.586049	20.720442	12.568661	8.4821062	15.633384	10.804655	8.7333336	11.683537	18.876541	13.016852	9.5217199	7.0468531	5.7019434	5.8621311	4.4585385	4.9523382	4.7398143	2.8933449	4.04667	3.8988049	3.7351439	3.9381325	7.5158234	9.8332853	6.6724391	5.8825412	7.3969016	6.0929956	5.2123575	6.3406649	4.7751822	4.3070121	5.4227962	2.1576393	16.372618	11.075295	9.2703342	5.4082274	4.7151694	5.6779518	4.2034798	4.6869373	4.053452	4.5949974	4.6477008	5.5774984	6.2313666	8.3490639	10.457811	12.095685	12.457149	10.595369	11.505788	5.2434397	5.9244952	7.0515976	14.642694	13.957925	9.9330187	3.2018161	3.4734683	2.0991106	4.3583655	10.231709	6.770525	5.9039593	5.4368577	5.0756693	8.619132	9.0614719	11.783764	9.8222694	6.3542314	6.0789104	5.8234253	6.005537
59	7.8581257	5.2921538	9.8475552	10.229293	8.6252975	13.026596	5.4670339	3.6904054	4.9949007	2.6706178	19.78804	8.8218718	8.5683899	8.0477219	5.0773258	5.1701479	5.821908	13.748432	14.477196	16.049582	10.486088	8.6364012	7.7324715	8.1953278	11.441943	12.174792	10.931028	11.052566	10.958394	8.1815348	7.5216169	6.675941	16.675089	14.777806	10.021025	11.711556	11.99493	8.8059835	9.279871	8.2878132	5.6106644	4.1697345	4.4207382	4.435236	5.3540349	5.5331383	6.902288	6.3938208	7.0419779	7.0669208	6.3242617	4.8438988	3.288425	6.1401768	8.7417183	8.0905733	5.2759433	1.1222615	2.4039853	16.958149	10.540478	5.0130992	3.427238	3.0698216	4.6652927	5.3241067	3.1738391	4.3638916	4.9825554	6.0466805	8.2997904	17.319582	25.06348	31.85779	13.934165	13.169016	11.811512	14.372348	12.131878	15.341487	15.768019	9.3037682	10.508	4.5894966	7.6668301	9.9884701	9.3039913	9.8100672	10.884373	4.8637872	4.0805016	5.4980369	7.5317931	10.121295	8.4950666	6.4771967	5.0413899	4.7136617	8.7470875	8.9682579
60	3.9829075	5.9175825	14.914077	17.637926	13.45143	4.7178359	7.9608097	9.449707	10.854655	10.52016	12.247151	9.8387423	8.3600569	7.1708317	6.497499	4.9062099	11.32852	10.585303	18.987835	14.415511	8.100666	8.4847889	6.3569341	1.6471869	7.5927739	20.059862	29.998152	34.874588	35.26849	14.429991	8.9266529	7.3751597	6.6102567	7.3242884	7.8434677	7.974545	11.846685	10.894855	8.0842457	6.7447724	6.160378	4.2881126	4.2192888	5.4385772	7.2752008	8.69559	8.1332321	5.3343058	5.8575912	5.5017633	5.531549	5.1947155	3.8868468	9.0798044	5.7732801	5.8306766	7.6629419	4.5623708	5.2378702	9.9289408	10.642449	6.0777054	4.363925	5.6113019	7.8573689	7.1617937	2.8074257	3.8657482	15.25598	10.820816	21.36866	27.930546	30.573822	47.080772	15.413985	10.936019	10.193204	17.389017	13.96894	10.170304	17.77536	8.245739	5.1346707	4.3039393	3.9728892	3.3868589	6.2867327	9.5036812	8.5805826	9.2631531	5.9235034	3.9778364	7.3539786	6.1550841	10.02746	7.9117436	3.579283	6.2268038	7.1618938	6.8616867
61	4.1407042	4.1409822	6.277256	14.985212	31.640678	7.0836411	7.5706744	9.2848043	10.499822	8.583951	6.6703978	7.7262902	7.4121552	4.3610625	3.4475315	6.9051495	8.3809786	13.745822	14.207426	9.964386	9.6795063	8.5703793	8.602354	9.7744656	13.897133	19.429424	46.017372	41.554424	19.069981	10.262019	7.8048043	5.5234265	4.6877346	4.5689545	6.0145273	11.175243	11.221737	22.805628	8.0538568	3.8782506	5.0239968	3.7440531	3.3423185	5.2992697	4.7224422	5.408412	5.9737043	8.2557278	13.238616	10.499442	6.3434687	4.8822298	5.6974678	22.31777	14.234248	7.3772097	6.4225936	6.4134159	8.0499821	7.6892133	6.2280025	4.5113015	4.5708184	7.8033156	7.3941283	4.7664042	4.2088037	6.8531718	28.941116	42.358425	27.074564	36.258064	35.600025	25.035831	22.040445	19.827087	19.83169	15.606776	13.086617	10.92398	15.368012	5.4388733	3.7067816	4.7839756	11.633253	6.7896986	10.255176	9.9255638	11.148438	13.360429	5.9436588	5.3608885	4.9841099	3.9014249	4.8858471	6.050838	3.420234	6.3003387	4.819828	6.1173573
62	7.0483789	5.8702645	7.7372961	4.670157	25.693657	5.4992175	4.5048037	9.4202557	8.2792282	6.7332506	3.8732696	5.2721996	6.113349	4.794343	3.9198897	6.4499478	11.981947	9.8791809	9.5883369	14.153847	13.362408	9.7177572	9.9860907	8.1397362	11.07634	14.879755	14.321968	6.2673187	6.0791678	3.7672284	5.1620917	5.3268471	4.7724943	5.614789	5.3535213	7.0825715	14.794859	26.355631	18.507536	1.3108823	3.8614516	3.3388813	3.9951591	7.7836418	5.7104173	4.5954208	6.829679	17.077391	28.303238	21.969603	11.072585	4.8592758	6.5299363	7.2594419	9.143446	9.9406519	6.9888487	6.3032684	7.3042126	7.0306411	7.6412897	7.1455097	5.7440248	7.6121368	5.6805997	6.524704	16.195307	22.349186	21.582178	28.369242	19.57799	21.168886	19.546734	19.46932	21.006912	24.526119	23.806477	13.243002	9.1602488	12.001602	14.220082	5.0552535	4.6632648	5.9406481	7.2550898	12.725412	13.61832	12.439204	14.498608	16.315142	20.134943	8.1738567	5.5985808	5.3886018	9.244628	9.5928555	6.7708001	3.9084504	4.2721672	7.0276389
