32	300.73032	90.351669	33.381973	39.397842	72.280586	154.16226	38.616089	39.328026	103.93389	210.89915	375.07397	1090.2808	1061.7378	472.75464	56.071815	71.698547	82.579994	124.92932	80.285889	88.414368	112.03342	78.745361	97.878868	54.805538	184.30675	181.70042	52.970867	66.865997	75.861832	106.5433	78.373062	93.357536	22.020308	12.206318	169.12927	306.63818	363.61118	308.16519	261.1131	100.62567	97.872818	245.0067	180.57684	131.02071	98.057098	402.34015	482.66248	314.87643	293.06851	291.75745	40.153336	6.1924205	31.409973	75.85743	60.552876	93.237793	218.93658	1454.8545	202.64697	32.601303	75.682854	243.48167	81.076683	43.701355	41.11684	137.33124	362.09009	373.02386	282.96671	401.599	446.80096	124.76076	844.36011	1115.8932	543.77631	335.18475	87.169151	61.87215	59.86541	76.14933	26.481245	117.80624	228.8439	485.80215	320.34802	291.20218	245.31549	1073.2462	1237.1676	1146.9457	1103.837	985.29266	750.64154	716.24451	635.83417	246.36467	138.9754
33	52.355312	10.118139	27.926788	52.010227	47.961399	43.496204	33.72966	47.28548	76.964035	117.2724	661.91156	1030.6101	613.06268	258.41544	12.370949	56.286095	81.365463	399.91034	416.09164	261.96719	64.969788	91.997597	76.467468	89.160866	78.352783	44.206612	55.657036	77.304039	50.052238	39.343227	107.71893	210.05066	16.012772	11.101774	9.7709398	97.906891	259.45898	236.93872	219.23866	226.30785	277.15656	425.60919	499.55139	340.60925	326.94632	492.35107	631.78595	589.30951	372.51874	220.78154	125.71175	68.735718	58.331612	50.725769	63.244816	286.89545	205.92793	200.10912	209.86754	33.506866	38.981514	169.58049	263.69	64.595482	23.545788	236.38654	379.19019	276.34781	192.00574	131.41927	91.974808	356.95242	1328.3396	1462.295	1324.1063	1021.623	83.837296	47.827518	53.534573	369.6449	318.57697	191.06195	87.733673	285.39987	260.76099	275.53156	283.73398	98.696487	1258.0156	1356.9247	1055.9589	768.01099	742.89294	684.35291	639.66931	466.07883	235.71928
34	315.00168	6.3735209	13.642591	46.254345	58.336117	46.552486	32.727638	224.84691	258.36969	184.69455	338.22238	703.32312	287.31238	3.9043918	9.0740576	53.439209	85.913986	646.50433	743.26257	249.0965	40.375435	35.299957	34.788193	46.257286	143.76767	407.45798	243.30135	130.82455	79.300484	68.052353	311.57455	800.88593	49.387432	95.673965	55.205414	56.225872	322.26294	220.98099	112.0163	153.6198	449.25873	399.81476	462.14966	469.06085	573.79834	515.25366	328.97488	212.97462	370.65759	558.56372	622.69171	536.80554	144.04778	43.460938	10.594067	21.958193	204.35712	300.4371	315.08841	149.22827	125.00182	762.49255	1392.312	1154.7676	861.61865	1347.9064	1283.5625	704.5379	232.41743	201.92816	553.82129	1121.2069	1320.4619	1029.9012	866.32574	522.68738	78.736908	82.673584	140.59552	284.77118	83.064941	106.26105	104.74873	158.0968	146.49666	92.317734	9.3577213	3.9136553	98.402946	634.96674	768.54858	597.55817	570.71576	658.35052	777.58746	355.17932	437.52063
35	1176.4078	50.16386	31.80942	28.940035	42.647964	17.604504	20.044178	148.07193	368.24008	470.51556	372.59528	96.34507	2.5377996	0.66512191	43.993179	45.119686	80.993614	562.66638	126.76424	47.924473	36.400379	43.97673	29.839342	53.791908	154.23044	217.56436	143.65959	69.86692	164.84938	235.28587	352.32797	459.92322	303.93378	137.31392	38.203472	91.324783	649.96594	753.00189	236.33998	82.395676	192.51428	224.35056	445.73453	613.55707	646.37689	531.16614	415.51031	233.37697	208.411	505.5954	566.5838	588.3324	536.65802	209.22041	33.228474	116.71345	381.0029	427.49747	327.73257	127.37902	72.309464	1153.2444	1950.6033	2823.344	2530.5393	2031.7797	1671.2556	1240.3335	585.64734	233.59908	408.2644	1297.0973	694.07965	391.21344	328.81165	225.43231	93.662216	80.918526	215.50226	273.72345	176.69432	147.89218	129.87302	226.11786	115.72383	29.867134	76.55117	101.43703	182.24171	457.8613	497.2663	480.93387	148.53328	88.051758	918.61151	1412.2441	559.87506
36	458.29196	84.106514	35.012745	28.12328	32.352333	45.710155	47.394535	36.852425	71.080681	284.23895	304.04092	27.945263	19.063663	45.870918	59.750713	47.952858	62.380138	33.647896	19.421646	52.268291	49.621571	47.885952	27.260025	46.076439	35.340935	23.054632	70.703072	391.24774	452.58475	417.85202	259.51288	411.24942	362.55695	395.79086	161.9895	76.419922	401.46811	1034.5359	1390.0958	355.54074	66.848389	86.584236	402.22824	608.8894	672.20728	604.26874	333.25369	138.38826	239.3886	417.94955	347.35724	413.82877	619.98822	431.20016	67.936607	4.1016736	294.10715	355.38486	321.05823	215.40807	1241.1837	2133.6226	1832.4609	1899.0586	2502.3989	2335.7754	2075.3279	1648.4952	901.19354	237.98581	101.57249	133.54556	732.87793	280.17303	247.24471	172.07256	107.7873	94.394272	358.00653	561.18903	900.22778	731.14355	653.93683	1357.0695	1199.2841	789.11633	443.80872	66.243744	56.995403	66.489899	36.946705	82.543114	135.3754	115.6952	653.8031	936.0849	343.08871
37	74.846474	41.979404	16.535309	21.672739	16.287516	56.58865	63.881569	53.510151	98.271637	74.281929	10.082347	19.254223	497.56308	499.56506	25.106651	52.684219	31.111723	33.695797	44.145882	31.300821	50.013699	40.819118	29.299404	39.135376	68.292747	65.601189	65.577995	165.46431	103.51019	57.18005	75.953171	111.31596	116.76365	123.56201	68.045975	53.637611	35.422451	18.100372	281.36594	196.68039	98.866234	286.345	346.91293	528.63867	547.07001	365.99945	138.85054	133.56168	309.46292	601.02209	503.39484	219.55835	150.48984	81.314453	43.691345	29.046272	125.04652	662.07709	1397.974	1147.1439	1044.4708	1041.601	181.713	566.35242	1116.8575	1669.3242	317.26712	1546.9988	796.93896	155.54271	125.75788	367.73782	606.57666	557.28479	484.05258	265.80292	205.81183	418.68088	638.92841	1005.1472	1795.2339	1864.4189	1551.984	2447.5613	1980.6749	933.56189	668.61432	233.16609	223.88469	359.28064	62.081356	89.679329	179.85986	116.91698	441.37253	30.365294	83.612419
38	23.738159	27.271212	24.849756	46.923309	52.064648	83.183289	46.595963	55.483334	83.631851	62.855568	138.47108	746.68903	1401.2686	895.98389	363.98486	456.91965	32.805798	34.450085	20.289364	34.773235	84.94574	112.70233	54.63163	10.058425	67.707634	16.365805	123.60286	181.63063	119.60591	160.94946	81.905006	29.809948	18.742432	108.14402	131.65747	65.937523	25.493195	22.426947	111.14826	308.4108	370.59985	452.02554	547.61285	574.46881	535.11035	512.28186	307.59512	130.2074	199.92366	167.76312	90.539925	27.651817	29.080397	60.963963	39.395817	32.127884	217.23985	506.38098	1396.905	963.76965	839.54999	822.18506	608.57001	440.90561	501.91858	836.34045	855.01367	433.80505	296.46387	133.6338	157.43033	414.84219	573.40363	526.54163	467.2966	461.59241	393.47598	377.73444	318.00552	505.30841	1097.3978	200.81842	1521.0601	2617.6479	2831.4019	786.46436	615.08014	613.00348	943.992	456.84915	72.946648	144.07401	105.32491	4.8473134	61.814331	16.231737	142.85004
39	38.432308	28.867296	42.218914	125.93001	124.12688	90.066544	53.322361	48.976456	39.429916	122.89727	686.0365	1109.2898	1234.802	676.15637	467.47455	282.46436	38.184464	151.83681	39.057056	119.08341	112.21011	132.09254	144.92412	13.1381	23.581993	330.81812	206.97978	56.280205	84.75782	106.0583	80.997086	741.48486	792.24237	428.2056	335.43042	170.56633	16.277758	218.22452	277.57864	567.39435	517.56531	325.83017	671.70013	849.22699	906.0874	512.91455	297.54541	42.019135	159.74995	121.74318	94.295311	91.646904	31.141493	106.62804	96.326721	29.264475	189.51562	476.65417	987.51727	955.0957	784.28992	633.08618	556.25739	349.93134	244.86862	526.68988	253.76457	102.33603	169.34544	181.58495	230.94044	113.4535	104.108	92.342293	23.323561	224.81827	227.65854	180.22726	141.649	146.2516	243.9015	589.88391	1029.1906	1421.7959	817.31494	589.82343	622.58417	2443.9844	2505.2734	2028.7983	937.0827	358.10785	95.299088	324.62213	875.56451	1042.2153	627.8316
40	31.743076	27.352013	34.466045	51.085812	88.776611	109.44066	117.32224	67.121613	38.146015	23.450977	409.48807	1029.4585	977.43274	334.64291	197.41644	83.406197	72.538666	148.06276	137.44017	408.82748	718.92755	809.82416	81.227783	276.20828	1042.4478	1290.6173	1291.1399	70.366058	71.593971	64.48011	177.25641	1232.9043	1030.2141	675.36053	711.69397	470.60846	332.74243	368.7822	235.80731	426.42426	611.38916	1187.9142	1317.8892	1255.8612	1047.4098	717.76733	434.45309	125.28634	1188.9142	614.91821	63.132217	226.48123	37.424877	2.8311503	10.550448	118.66426	568.00946	729.00873	1008.2658	987.81598	503.01486	303.3342	134.20644	104.64488	61.650467	56.882412	63.440781	214.90163	375.6022	299.13953	231.83162	205.74878	48.252731	16.839796	27.865572	41.290718	47.634686	127.10787	114.2032	114.85141	121.71245	195.38945	337.87671	58.054634	216.23111	276.99728	486.91943	3016.6853	2921.3484	2681.8867	1927.1937	660.2951	31.809204	238.05389	1187.5111	1661.5105	2242.8115
41	50.656551	40.740833	9.785737	22.627651	51.872402	55.461777	48.053963	70.849358	41.503819	14.665752	30.379053	521.43256	384.15292	70.279266	58.517689	86.284264	207.21341	50.004456	39.449471	169.36119	483.50568	570.29492	270.29596	637.34406	1150.6266	1171.5286	684.82202	80.553619	43.006168	8.6355	827.61517	1056.1444	899.22205	601.5882	732.76044	248.83005	151.18094	64.209312	35.852982	198.07837	664.56342	1931.5377	1795.3079	1196.5781	1090.2605	869.13513	408.67264	75.329391	632.95398	303.62866	149.13644	169.60254	42.879257	12.001385	53.705746	279.42175	642.58008	730.1618	998.76862	449.76959	50.906059	43.82613	95.296738	343.27451	178.89407	45.133572	89.401237	93.217339	309.37238	464.98337	187.68829	79.315498	66.431793	56.542706	197.33263	265.63089	98.957047	60.060951	42.009388	88.76889	194.76587	379.94714	473.72318	60.39764	50.783489	72.511002	476.00867	3044.5901	2821.5415	2555.8396	2538.5259	2023.7546	556.66022	203.51556	532.29858	1407.8773	2100.3804
