65	20.426088	30.297331	51.659939	90.690933	494.49649	268.73846	56.535667	65.382797	43.109913	27.721405	31.165157	61.096733	53.665501	76.424088	52.808247	67.9664	46.856243	90.676872	79.124092	35.725143	27.387083	50.184734	91.957298	79.094566	9.5086842	32.368515	29.854055	42.576241	56.351818	74.633522	53.302708	108.86691	66.629333	29.13327	55.473949	85.258125	75.118767	34.152992	16.815008	30.317617	70.450737	52.972359	47.604733	73.468933	110.93445	188.22417	130.88168	70.443764	34.861843	26.405577	23.854698	30.238482	34.071415	35.076488	34.752007	59.603046	159.74187	39.982559	92.067993	109.31583	65.813103	45.567665	49.244232	32.635529	41.00259	52.841339	36.68985	36.587822	37.565506	54.682495	83.780487	117.77313	32.018845	16.160175	4.2551832	16.262995	21.844082	81.882797
66	24.34852	44.976723	47.923168	40.363113	86.651794	114.35679	42.309044	85.633408	106.24349	80.531822	54.623852	60.611267	70.876747	86.391045	86.662811	40.960766	28.150356	26.069958	14.188107	30.991964	44.499641	71.891777	59.351124	35.594494	74.012939	74.016403	23.962482	35.259804	85.019485	109.95377	84.966614	85.256699	47.633263	23.604179	26.170979	29.470598	46.513161	27.945532	21.676416	42.836723	47.110313	34.447525	69.115845	141.49989	246.01382	271.71356	125.49409	80.347183	128.65118	59.161221	33.542675	42.974438	32.315266	76.498825	70.299377	70.075562	82.70034	40.924217	66.390518	73.354126	70.439285	46.746685	158.01147	223.70552	152.91682	105.99831	33.189304	39.914623	24.403076	55.822086	203.66133	218.23538	188.40331	53.271866	44.651691	28.73037	35.279762	31.821869
67	22.422083	27.8498	34.042297	44.193066	28.890678	79.711761	109.23823	131.60439	102.52711	66.966858	53.628227	55.447407	42.102806	30.834002	32.221645	34.872341	28.110655	16.711596	25.703854	41.998512	46.085102	33.901249	17.958624	12.855224	57.659252	88.487495	44.740116	62.65543	95.991661	89.767548	68.889816	62.984314	50.373165	24.774876	29.917213	54.854919	83.374847	21.208401	29.442972	41.421028	29.529299	20.200964	191.47136	190.21458	161.84366	180.81433	377.59991	411.14609	232.52495	72.427757	59.79446	35.044231	14.571939	104.69801	58.039627	5.5278807	16.432762	39.729465	103.34258	97.121666	38.376701	48.970516	276.24234	297.40982	221.09641	23.616116	88.417023	178.09625	99.198746	82.581398	97.092995	143.94682	207.91698	193.04803	155.81122	131.96141	124.4164	203.01962
68	17.881821	36.896301	20.927057	14.606493	11.820969	10.771754	36.386574	29.087046	28.749989	35.175373	26.572449	40.834454	31.255249	43.873524	81.045235	109.62758	59.199635	20.931198	21.488586	53.285988	33.612942	21.270809	2.9901862	30.781492	66.152328	38.369904	42.846901	42.227116	52.876308	55.10873	77.205856	131.32007	105.78698	13.501669	51.385452	96.558815	95.18914	21.327894	28.117016	23.80081	21.487951	24.483952	78.569496	66.737717	6.7614055	44.440922	195.24428	268.43616	96.92141	53.624496	69.918983	53.726582	59.923489	78.89817	50.668232	46.854992	92.918251	86.155884	42.046677	50.444633	29.756609	25.089611	52.278511	102.14821	126.57957	38.282028	29.65584	95.481949	55.126945	66.643524	57.708508	53.267204	117.73729	99.428864	86.775108	116.34436	154.12659	197.02194
69	47.30225	37.793812	43.235416	22.937983	22.866329	61.934856	60.296803	38.935658	36.356392	21.402052	29.077148	45.507061	28.372015	61.913845	94.120399	131.97337	66.655968	36.793449	58.914318	66.711174	30.7094	18.429108	74.975967	67.267883	41.786304	37.43504	28.23209	42.382748	45.741398	24.723917	37.79425	46.540932	77.990623	37.654388	54.442787	112.63784	74.435684	52.146156	51.876026	38.796719	56.469364	41.693447	13.1097	84.275177	29.890533	59.650425	120.15443	219.2003	195.06061	31.800011	32.80278	57.331314	77.73629	101.49204	106.83018	366.22998	284.59354	83.825279	27.036243	27.627268	28.0707	27.729662	39.695202	84.599686	97.295982	82.815109	52.978603	43.280647	54.413761	116.95484	121.68227	83.471703	59.208172	55.965366	126.73978	223.77408	244.00435	192.08635
70	163.61145	123.43453	54.347717	22.428299	55.311451	114.51377	27.452419	40.158356	49.449932	79.705933	112.52077	65.99678	37.849594	46.816917	61.403984	62.92823	30.595268	25.476572	38.424843	56.810818	41.122921	44.407932	92.91687	32.120964	21.55773	32.092415	38.223053	49.484409	40.411518	40.234795	35.515366	18.884758	34.50634	30.28269	6.1011329	38.481731	67.04982	83.262337	91.286263	49.397388	47.615158	40.873863	34.693119	141.11403	49.533535	85.440506	123.42392	148.70177	126.97517	17.257156	36.728584	124.41674	182.45155	214.3286	272.5686	626.08319	232.97649	67.941856	50.949547	24.120356	30.611113	35.657047	38.55563	48.391502	61.83276	64.272041	80.927513	89.988258	85.895988	105.16452	97.610703	98.176315	99.39016	48.415619	85.390549	82.439018	50.43647	113.77741
71	222.98698	174.43732	76.40847	19.389851	41.596416	45.247425	4.4050903	35.784172	31.071466	98.456238	90.179993	38.944313	21.971684	20.918379	31.107927	28.180464	23.648106	15.174109	5.2669277	10.425343	17.955219	126.03243	114.49281	64.389442	19.710846	15.946241	39.23241	36.706707	27.539864	39.731289	28.975765	13.285171	14.751734	14.747609	13.733926	21.886776	67.834595	55.084354	67.227654	32.12001	31.299641	20.654654	86.827194	165.72464	54.668507	62.438309	59.946259	52.207317	30.519503	18.718704	42.135754	107.82806	222.43048	230.47633	177.01913	28.833755	58.894295	65.092705	46.938091	24.883724	22.045942	34.589832	47.303463	48.249905	42.226784	41.054337	55.88258	80.494141	70.716843	69.667351	90.292084	76.974106	56.351414	42.497116	39.845028	19.022148	32.454857	234.29778
72	49.101501	173.00912	129.20781	13.669608	19.565296	37.264832	42.564865	24.659639	24.20505	39.804321	68.972511	49.168224	26.680744	26.529278	38.31002	28.28721	34.138954	25.656681	40.956429	21.456493	29.156334	45.9991	83.365326	68.604408	21.245733	5.4478669	110.21542	183.51259	53.30563	41.422203	61.128559	46.968925	21.64369	19.398666	53.922668	53.803055	25.481516	18.318138	18.211988	23.30159	65.496407	46.095093	149.75905	117.26523	55.580151	44.42934	34.682724	46.635555	24.338148	29.778904	26.063084	43.668678	123.03357	88.524055	114.17915	102.96896	36.188782	29.413734	21.100183	39.752357	47.715973	37.753403	56.724022	71.717491	45.638638	25.32303	44.269428	85.363068	134.74899	190.81281	152.43294	68.901138	30.198105	26.229885	17.95816	34.389828	86.487602	205.68758
73	31.056248	16.173292	25.04781	50.742653	56.102432	52.206242	57.790302	54.609821	54.772621	66.410568	84.254692	54.348469	35.972576	39.676861	59.132309	87.835876	85.26741	30.222034	24.477917	63.517197	83.922493	53.159756	32.659908	50.269173	31.833645	1.122493	216.75272	298.77045	45.43362	45.067776	77.67572	77.850105	59.003033	20.178827	30.984182	17.743221	13.250048	21.900188	20.811132	29.321505	105.86383	49.876362	75.242218	77.090858	36.170464	33.140697	17.541767	9.8312693	22.832817	37.251102	28.085814	18.693336	21.307219	46.887489	67.218689	54.68874	25.48716	23.983561	25.011528	41.643402	78.05558	178.60301	329.68256	242.34097	31.594555	22.598429	34.349693	147.84773	166.07443	125.36536	91.570358	61.069588	41.600452	33.66058	27.900103	43.242561	63.270073	158.67114
74	195.51146	47.633938	31.811953	93.127243	52.910503	93.017471	98.842163	81.782372	85.048653	72.140251	67.790131	65.217316	60.473694	53.01096	61.437695	76.233887	74.81768	53.418991	49.953014	63.140102	179.47037	100.84176	29.401945	88.190437	61.213978	3.719836	57.682026	36.811806	30.936178	31.213299	29.815237	57.267773	43.061062	25.840246	24.398479	18.3794	18.716448	53.09919	47.432178	26.219841	45.315594	69.328255	61.150799	93.787994	64.062843	52.940346	42.161835	13.598389	27.623131	35.964245	29.122007	21.149147	37.199146	26.81912	30.061945	23.202757	21.403177	14.389192	52.662571	116.8675	127.99731	181.75229	322.49258	115.00801	42.846722	29.747091	71.469337	190.37766	106.29744	78.309898	89.939056	72.921112	40.827583	27.836422	26.869402	158.65649	266.98331	146.57362
